Date,retweet_from,tweet_length,encoded_sentiment,polarity,tweet,pc_1,pc_2,pc_3,pc_4,pc_5,pc_6,pc_7,pc_8,pc_9,pc_10,pc_11,pc_12,pc_13,pc_14,pc_15,pc_16,pc_17,pc_18,pc_19,pc_20,pc_21,pc_22,pc_23,pc_24,pc_25,pc_26,pc_27,pc_28,pc_29,pc_30,pc_31,pc_32,pc_33,pc_34,pc_35,pc_36,pc_37,pc_38,signal_y
2017-09-29,171,105,1,0.3666666666666667,assuming acceleration of to but in a comfortable direction will feel like a mild to,-0.03175037392207745,-0.028862349907304765,-0.030268112793819434,-0.018790283753659445,-0.06072174213043208,0.05782574409872422,-0.12449361040945842,0.11675830797247572,0.059275522195528174,-0.029766661018807,-0.04777268853944282,0.07305666843009331,0.04121980651870187,0.02932462497134879,-0.05168220449972185,0.017388556976925474,0.015854191996304265,-0.0345128547246183,0.007890016079732502,-0.03520526793620742,0.005397660569395621,0.0066944867262842276,-0.01608470601077901,0.008078644135006391,0.030432133816535846,0.004221794930532079,0.00821495519609502,-0.04874314073754533,-0.02271506608819398,-0.03491538371693506,-0.03045279551754481,0.009012581889463871,-0.0047146169599050665,-0.0742661384512886,-0.0840245849496544,0.019334415964225388,-0.004746306600952242,0.025779037623989268,down
2017-09-29,77,113,1,0.2,is capable of transporting satellite to orbit crew and cargo to the and mission to the moon an,-0.05933060758356156,-0.09982584249632799,-0.1547602791307936,-0.0403329232150364,0.07230771697091531,0.20913690337649737,-0.08014554986467902,0.07772260312358902,-0.07368670076355119,-0.0891299878592168,0.03890515911810879,0.06614174868310306,0.00672776726639728,0.013999252757343036,-0.01827065414616388,0.05437385286414183,-0.1033034760757566,0.2186707217410405,0.03865497510254296,6.133140604391201e-05,0.05141819051061664,0.02147068932460836,0.09168401693081989,-0.0329437673414301,0.005708271053514621,0.00425973654049267,0.013943486774333361,-0.09900115411233971,-0.030241979911186295,-0.015897323392174686,0.0097037124355201,-0.011633470230279132,-0.016696641282626434,-0.0332274609843849,0.00019540453534659446,0.011908025073985348,-0.017864002779803004,-0.0014258914994143286,down
2017-09-29,171,6,0,0.0,yup,-0.002330177817688008,0.033959921403008846,0.06960736728238086,-0.014125566365665422,-0.03783027688791324,-0.07101424282264923,0.006816820573962736,-0.0156172334700257,-0.033345949002585244,0.007491417692958155,0.02116145121524167,-0.01936821053849602,-0.017046246856182324,0.022456320254734763,-0.008762630268567854,-0.024947093288497993,-0.0618447380804654,-0.018153167482982825,0.04770968212790461,-0.01652632201204774,0.01753188052180899,-0.03482068596187695,-0.009973228325324558,0.06810552924633745,-0.00970268588428703,-0.050818598014869265,0.017351376774462714,0.002076818717534022,0.10628052968882983,0.012970079348857863,-0.008977931383880313,-0.013865016425377186,0.046524709277432914,-0.007867347960199222,0.04195406009030624,-0.034316513094227404,-0.08526877480223732,-0.029200730518852875,down
2017-09-29,171,7,0,0.0,part,-0.005050305229126786,0.02412226061347556,0.043360820771294876,-0.0017987001002462274,-0.016303644139633738,-0.0519724493182918,-0.0018540759723451052,-0.00126430376062051,-0.008809918285994011,-0.027958690613672194,0.0023417235481116424,-0.008441141707702717,-0.02116473049464034,-0.0014593090768483968,-0.011032059606923796,-0.011617029330030778,-0.021221083464942454,-0.011368791265548576,0.028463518815313622,0.0002530031875682664,0.009453163365940149,0.004645180046909878,-0.032127245144122754,0.006676987481107909,-0.012991606394443118,-0.044690654958293434,-0.004693736914156934,-0.007393449321441941,0.022551933660318026,-0.0005444381212292859,-0.0031061945343951866,-0.009162043015723419,-0.007540029026417389,0.008747584471202927,0.01664631824685583,-0.0030524662442356332,-0.05623067284863468,-0.018815797587410223,down
2017-09-29,171,96,1,0.65,fly to most place on earth in under min and anywhere in under cost per seat should be,-0.0311668684319107,-0.02772768078541792,-0.012339318594929741,-0.03990196034509652,-0.07043029028372899,0.019433335292914525,-0.1275991340322662,-0.0701416674285037,0.07469900712620398,0.033844535761493995,-0.04117842263864215,0.034091640353499465,0.08305119178663156,0.023810789102315908,-0.10269677542049031,0.057529756008147616,-0.050945786768359536,0.021145505157838817,-0.0705240051208768,-0.0505230324018748,0.014867112664139615,0.10272364108582957,0.04797319557092768,0.017986339337637533,-0.062204924187634125,0.001619822313154099,0.018549661595741854,-0.012566168054774644,-0.08974584335531358,-3.5717058857850014e-05,-0.00019681249426259704,-0.007577879012888478,0.0831600357983842,-0.010546192628225664,-0.022204063373322237,-0.059491368849287685,0.0484378350259121,0.023977615385463804,down
2017-09-29,77,80,1,0.125,supporting the creation of a permanent self sustaining human presence on mar,-0.022098370259795466,-0.021096898955791487,-0.019930461559306716,-0.043540957148863184,0.08285899912019908,-0.04206503325650128,0.010734751803063844,0.02241465757401789,-0.00855641905077519,0.058346308767749086,0.0302184679765581,-0.040277778771148035,-0.07766430043133811,-0.010664666649978827,-0.009310148674403221,0.06227668939866269,-0.04386320267960752,-0.06033231164493159,-0.05589482322888079,-0.024423997579976896,0.011009843306112028,-0.005129205973801771,0.04958215038899273,-0.008237456470499324,-0.02412195090943864,-0.010902505618076827,-0.012969971602208747,-0.013570979266451287,-0.008800668570321258,-0.009969114851141441,-0.0034395921803716733,0.008119227101179809,0.009822994951411599,0.00639099902332404,-0.030512960711089446,-0.017373350587737754,-0.024482897152057124,0.009911546953689605,down
2017-09-29,171,57,-1,-0.16666666666666666,will take you anywhere on earth in than min,-0.030864157602908115,-0.014711348708931342,0.007454318901082812,-0.008335571652141577,-0.07754641439441766,-0.010974532331953083,-0.04377244870218719,-0.06189138266374444,0.15386279713738937,0.15759344083813306,-0.044126637537281736,0.01817646708273956,-0.010069127784288475,0.08437475382807227,-0.04111444312234397,-0.011638596538511348,0.0694625133868157,-0.0703220717119599,-0.12283433293548923,0.027118135496197605,-0.011759397686601163,0.1504708139467713,0.12143975951615879,0.08737183801148433,-0.026863639994892382,0.04089022297931341,0.01790213504866091,-0.06879729686108874,0.0010536169571879514,-0.09013659854368522,0.02975962993912594,0.009721713811862886,-0.021840234486710082,0.02649398632484908,-0.031187680737776606,0.0179807857864723,0.04149147926759006,0.007534938208875391,down
2017-09-29,171,84,0,0.0,mar city opposite of earth dawn and dusk sky are blue on mar and day sky is red,-0.024693930425533906,-0.022621326935625075,0.0031131845910514614,-0.021804315395852203,0.007511585888268371,-0.03547043202914345,0.03289817222209536,-0.016923549047339587,0.006247107682364765,-0.0019230878348750857,0.016374163704006833,-0.06558547687904215,0.008724253994509481,-0.010323358500362728,0.004436083515664775,0.05634820471335506,-0.10415460007246011,0.12693971962192183,-0.08785128033187876,-0.05235960168855589,0.00575081768948155,0.014334147270205162,0.11254171146440224,-0.026024942316286364,-0.015104539604192111,0.03142210031423954,-0.021616639095948964,-0.07661071698080274,-0.03591741834263336,0.020454427020683116,0.013578457859961614,0.004495048284468817,-0.024377475370528007,0.019521034919749724,-0.03231993442333039,-0.041461937713975064,-0.00755385128159958,-0.048583482339410664,down
2017-09-29,171,16,-1,-0.8,moon base alpha,-0.003928008233561206,0.02268862948723524,0.04685673329507519,-0.023826299563264583,-0.026978742489113604,-0.037809900952431925,0.007325287695805502,-0.010114207600316281,-0.017910638157871993,0.0022682139476624436,0.018068589472689297,-0.01416270002441494,-0.02022315139393824,0.008504917235476452,-0.006358620125205355,-0.015535631166113385,-0.03137724735434071,-0.0013117692710359699,0.02416782930499785,-0.007968926554349862,0.02099925571799008,-0.011259334810433482,-0.0029262528800095113,0.026124927596714868,-0.013608288390748067,-0.019072489740198827,0.01977120458790177,-0.010264352972275684,0.016932628589699114,-0.0033611147833227913,-0.001245316169686477,-0.023997838151450058,0.009728373398392828,0.005623475561276162,-0.015614494484339927,-0.0028776084081833086,-0.03243278165722615,-0.0022524054783430534,down
2017-09-29,171,60,1,0.35714285714285715,will be something really special at talk,-0.01918830990332277,-0.006819651849248281,0.030094696635157375,-0.05135695950121085,-0.1253109734322069,0.006827675076363733,-0.010865793961537161,0.006569895730929048,0.2245793952910352,0.049552671997773065,0.008329161557705501,-0.08437469053979439,-0.016185147290060382,-0.15550091284837234,-0.0590905238753639,-0.07229052719671873,0.1266781878946004,0.0009916322131950134,0.0742789109379985,0.03866269018512901,0.2167598226007774,-0.04258493236048096,-0.02855207557465192,0.018633197483734227,0.00852324513392176,-0.01338028760268614,0.05329411941367204,-0.029887514881870178,-0.049901907607746154,-0.028462453660011943,0.031101866093737402,-0.03046496678240412,0.030775419237788634,-0.01880120016295236,-0.022978837552295205,-0.016878165179242323,0.03615974675905043,-0.0384329235866615,down
